A00;-;Cólera;
A162;-;Tuberculose pulmonar, sem menção de confirmação bacteriológica ou histológica;
A163;-;Tuberculose dos gânglios intratorácicos, sem menção de confirmação bacteriológica ou histológica;
A164;-;Tuberculose da laringe, da traquéia e dos brônquios, sem menção de confirmação bacteriológica ou histológica;
A165;-;Pleurisia tuberculosa, sem menção de confirmação bacteriológica ou histológica;
A167;-;Tuberculosa respiratória primária sem menção de confirmação bacteriológica ou histológica;
A168;-;Outras formas de tuberculose das vias respiratórias, sem menção de confirmação bacteriológica ou histológica;
A169;-;Tuberculose respiratória, não especificada, sem menção de confirmação bacteriológica ou histológica;
A17;-;Tuberculose do sistema nervoso;
A170;-;Meningite tuberculosa;
A171;-;Tuberculoma meníngeo;
A178;-;Outras tuberculoses do sistema nervoso;
A179;-;Tuberculose não especificada do sistema nervoso;
A18;-;Tuberculose de outros órgãos;
A180;-;Tuberculose óssea e das articulações;
A181;-;Tuberculose do aparelho geniturinário;
A182;-;Linfadenopatia tuberculosa periférica;
A183;-;Tuberculose do intestino, do peritônio e dos gânglios mesentéricos;
A184;-;Tuberculose de pele e do tecido celular subcutâneo;
A185;-;Tuberculose do olho;
A186;-;Tuberculose do ouvido;
A187;-;Tuberculose das supra-renais;
A188;-;Tuberculose de outros órgãos especificados;
A19;-;Tuberculose miliar;
A190;-;Tuberculose miliar aguda de localização única e especificada;
A191;-;Tuberculose miliar aguda de múltiplas localizações;
A192;-;Tuberculose miliar aguda não especificada;
A198;-;Outras tuberculoses miliares;
A199;-;Tuberculose miliar não especificada;
A20;-;Peste;
A200;-;Peste bubônica;
A201;-;Peste celulocutânea;
A202;-;Peste pneumônica;
A203;-;Peste meníngea;
A207;-;Peste septicêmica;
A208;-;Outras formas de peste;
A209;-;Peste, forma não especificada;
A21;-;Tularemia;
A210;-;Tularemia ulceroglandular;
A211;-;Tularemia oculoglandular;
A212;-;Tularemia pulmonar;
A213;-;Tularemia gastrointestinal;
A217;-;Tularemia generalizada;
A218;-;Outras formas de tularemia;
A219;-;Tularemia, forma não especificada;
A22;-;Carbúnculo;
A220;-;Carbúnculo cutâneo;
A221;-;Carbúnculo pulmonar;
A222;-;Carbúnculo gastrointestinal;
A227;-;Septicemia carbunculosa;
A228;-;Outras formas de carbúnculo;
A229;-;Carbúnculo, forma não especificada;
A23;-;Brucelose;
A230;-;Brucelose por Brucella melitensis;
A231;-;Brucelose por Brucella abortus;
A232;-;Brucelose por Brucella suis;
A233;-;Brucelose por Brucella canis;
A238;-;Outras bruceloses;
A239;-;Brucelose não especificada;
A24;-;Mormo e melioidose;
A240;-;Mormo;
A241;-;Melioidose aguda e fulminante;
A242;-;Melioidose subaguda e crônica;
A243;-;Outras melioidoses;
A244;-;Melioidose não especificada;
A25;-;Febres transmitidas por mordedura de rato;
A250;-;Espirilose;
A251;-;Estreptobacilose;
A259;-;Febre transmitida por mordedura de rato, tipo não especificado;
A26;-;Erisipelóide;
A260;-;Erisipelóide cutâneo;
A267;-;Septicemia por Erysipelothrix;
A268;-;Outras formas de erisipelóide;
A269;-;Erisipelóide não especificado;
A27;-;Leptospirose;
A270;-;Leptopirose icterohemorrágica;
A278;-;Outras formas de leptospirose;
A279;-;Leptospirose não especificada;
A28;-;Outras doenças bacterianas zoonóticas não classificadas em outra parte;
A280;-;Pasteurelose;
A281;-;Doença por arranhadura do gato;
A282;-;Yersiniose extra-intestinal;
A288;-;Outras doenças bacterianas zoonóticas especificadas não classificadas em outra parte;
A289;-;Doença bacteriana zoonótica não especificada;
A30;-;Hanseníase [doença de Hansen] [lepra];
A300;-;Hanseníase [lepra] indeterminada;
A301;-;Hanseníase [lepra] tuberculóide;
A302;-;Hanseníase [lepra] tuberculóide borderline;
A303;-;Hanseníase [lepra] dimorfa;
A304;-;Hanseníase [lepra] lepromatosa borderline;
A305;-;Hanseníase [lepra] lepromatosa;
A308;-;Outras formas de hanseníase [lepra];
A309;-;Hanseníase [lepra] não especificada;
A31;-;Infecções devidas a outras micobactérias;
A310;-;Infecção pulmonar micobacteriana;
A311;-;Infecção cutânea micobacteriana;
A318;-;Outras infecções micobacterianas;
A319;-;Infecção micobacteriana não especificada;
A32;-;Listeriose [listeríase];
A320;-;Listeriose cutânea;
A321;-;Meningite e meningoencefalite por listéria;
A327;-;Septicemia listeriótica;
A328;-;Outras formas de listeriose;
A329;-;Listeriose não especificada;
A33;-;Tétano do recém-nascido [neonatal];
A34;F;Tétano obstétrico;
A35;-;Outros tipos de tétano;
A36;-;Difteria;
A360;-;Difteria faríngea;
A361;-;Difteria nasofaríngea;
A362;-;Difteria laríngea;
A363;-;Difteria cutânea;
A368;-;Outras formas de difteria;
A369;-;Difteria não especificada;
A37;-;Coqueluche;
A370;-;Coqueluche por Bordetella pertussis;
A371;-;Coqueluche por Bordetella parapertussis;
A378;-;Coqueluche por outras espécies da Bordetella;
A379;-;Coqueluche não especificada;
A38;-;Escarlatina;
A39;-;Infecção meningogócica;
A390;-;Meningite meningocócica;
A391;-;Síndrome de Waterhouse-Friderichsen;
A392;-;Meningococcemia aguda;
A393;-;Meningococcemia crônica;
A394;-;Meningococcemia não especificada;
A395;-;Cardite por meningococos;
A398;-;Outras infecções por meningococos;
A399;-;Infecção meningocócica não especificada;
A40;-;Septicemia estreptocócica;
A400;-;Septicemia por Streptococcus do grupo A;
A401;-;Septicemia por Streptococcus do grupo B;
A402;-;Septicemia por Streptococcus do grupo D;
A403;-;Septicemia por Streptococcus pneumonia;
A408;-;Outras septicemias estreptocócicas;
A409;-;Septicemia estreptocócica não especificada;
A41;-;Outras septicemias;
A410;-;Septicemia por Staphylococcus aureus;
A411;-;Septicemia por outros estafilococos especificados;
A412;-;Septicemia por estafilococos não especificados;
A413;-;Septicemia por Haemophilus influenzae;
A414;-;Septicemia por anaeróbios;
A415;-;Septicemia por outros microorganismos gram-negativos;
A418;-;Outras septicemias especificadas;
A419;-;Septicemia não especificada;
A42;-;Actinomicose;
A420;-;Actinomicose pulmonar;
A421;-;Actinomicose abdominal;
A422;-;Actinomicose cervicofacial;
A427;-;Septicemia actinomicótica;
A428;-;Outras formas de actinomicose;
A429;-;Actinomicose não especificada;
A43;-;Nocardiose;
A430;-;Nocardiose pulmonar;
A431;-;Nocardiose cutânea;
A438;-;Outras formas de nocardiose;
A439;-;Nocardiose não especificada;
A44;-;Bartonelose;
A440;-;Bartonelose sistêmica;
A441;-;Bartonelose cutânea e cutâneo-mucosa;
A448;-;Outras formas de bartonelose;
A449;-;Bartonelose não especificada;
A46;-;Erisipela;
A48;-;Outras doenças bacterianas não classificadas em outra parte;
A480;-;Gangrena gasosa;
A481;-;Doença dos legionários;
A482;-;Doença dos legionários não-pneumônica [febre de Pontiac];
A483;-;Síndrome do choque tóxico;
A484;-;Febre purpúrica do Brasil;
A488;-;Outras doenças bacterianas especificadas;
A49;-;Infecção bacteriana de localização não especificada;
A490;-;Infecção estafilocócica de localização não especificada;
A491;-;Infecção estreptocócica de localização não especificada;
A492;-;Infecção por Haemophilus influenzae de localização não especificada;
A493;-;Infecção por Mycoplasma de localização não especificada;
A498;-;Outras infecções bacterianas de localização não especificada;
A499;-;Infecção bacteriana não especificada;
A50;-;Sífilis congênita;
A500;-;Sífilis congênita precoce sintomática;
A501;-;Sífilis congênita precoce, forma latente;
A502;-;Sífilis congênita precoce não especificada;
A503;-;Oculopatia sifilítica congênita tardia;
A504;-;Neurossífilis congênita tardia [neurossífilis juvenil];
A505;-;Outras formas tardias e sintomáticas da sífilis congênita;
A506;-;Sífilis congênita tardia latente;
A507;-;Sífilis congênita tardia não especificada;
A509;-;Sífilis congênita não especificada;
A51;-;Sífilis precoce;
A510;-;Sífilis genital primária;
A511;-;Sífilis anal primária;
A512;-;Sífilis primária de outras localizações;
A513;-;Sífilis secundária da pele e das mucosas;
A514;-;Outras formas de sífilis secundária;
A515;-;Sífilis precoce latente;
A519;-;Sífilis precoce não especificada;
A52;-;Sífilis tardia;
A520;-;Sífilis cardiovascular;
A521;-;Neurossífilis sintomática;
A522;-;Neurossífilis assintomática;
A523;-;Neurossífilis não especificada;
A527;-;Outras formas de sífilis tardia sintomática;
A528;-;Sífilis tardia latente;
A529;-;Sífilis tardia não especificada;
A53;-;Outras formas e as não especificadas da sífilis;
A530;-;Sífilis latente, não especificada se recente ou tardia;
A539;-;Sífilis não especificada;
A54;-;Infecção gonocócica;
A540;-;Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias;
A541;-;Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias;
A542;-;Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas;
A543;-;Infecção gonocócica do olho;
A544;-;Infecção gonocócica do sistema músculo-esquelético;
A545;-;Faringite gonocócica;
A546;-;Infecção gonocócica do ânus ou do reto;
A548;-;Outras infecções gonocócicas;
A549;-;Infecção gonocócica não especificada;
A55;-;Linfogranuloma (venéreo) por clamídia;
A56;-;Outras infecções causadas por clamídias transmitidas por via sexual;
A560;-;Infecções por clamídias do trato geniturinário inferior;
A561;-;Infecção por clamídias, pelviperitonial e de outros órgãos geniturinários;
A562;-;Infecção por clamídias do trato geniturinário, localização não especificada;
A563;-;Infecção do ânus e do reto por clamídias;
A564;-;Infecção da faringe por clamídias;
A568;-;Infecção por clamídias transmitida por via sexual, de outras localizações;
A57;-;Cancro mole;
A58;-;Granuloma inguinal;
A59;-;Tricomoníase;
A590;-;Tricomoníase urogenital;
A598;-;Outras localizações de tricomoníase;
A599;-;Tricomoníase não especificada;
A60;-;Infecções anogenitais pelo vírus do herpes [herpes simples];
A600;-;Infecção dos órgãos genitais e do trato geniturinário pelo vírus do herpes;
A601;-;Infecção da margem cutânea do ânus e do reto pelo vírus do herpes;
A609;-;Infecção anogenital não especificada pelo vírus do herpes;
A63;-;Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte;
A630;-;Verrugas anogenitais (venéreas);
A638;-;Outras doenças especificadas de transmissão predominantemente sexual;
A64;-;Doenças sexualmente transmitidas, não especificadas;
A65;-;Sífilis não-venérea;
A66;-;Bouba;
A660;-;Lesões iniciais da bouba;
A661;-;Papilomas múltiplos e bouba plantar úmida (cravo de bouba);
A662;-;Outras lesões cutâneas precoces da bouba;
A663;-;Hiperceratose devida a bouba;
A664;-;Gomas e úlceras devidas à bouba;
A665;-;Gangosa;
A666;-;Lesões osteoarticulares devidas à bouba;
A667;-;Outras manifestações da bouba;
A668;-;Bouba latente;
A669;-;Bouba não especificada;
A67;-;Pinta [carate];
A670;-;Lesões primárias da pinta;
A671;-;Lesões intermediárias da pinta;
A672;-;Lesões tardias da pinta;
A673;-;Lesões mistas da pinta;
A679;-;Pinta não especificada;
A68;-;Febres recorrentes [Borrelioses];
A680;-;Febre recorrente transmitida por piolhos;
A681;-;Febre recorrente transmitida por carrapatos;
A689;-;Febre recorrente não especificada;
A69;-;Outras infecções por espiroquetas;
A690;-;Estomatite ulcerativa necrotizante;
A691;-;Outras infecções de Vincent;
A692;-;Doença de Lyme;
A698;-;Outras infecções especificadas por espiroquetas;
A699;-;Infecção por espiroqueta, não especificada;
A70;-;Infecções causadas por Clamídia psittaci;
A71;-;Tracoma;
A710;-;Fase inicial do tracoma;
A711;-;Fase ativa do tracoma;
A719;-;Tracoma não especificado;
A74;-;Outras doenças causadas por Clamídias;
A740;-;Conjuntivite causada por clamídias;
A748;-;Outras doenças causadas por clamídias;
A749;-;Infecção causada por clamídias não especificada;
A75;-;Tifo exantemático;
A750;-;Tifo epidêmico transmitido por piolhos devido a Rickettsia prowazekii;
A751;-;Tifo recrudescente [doença de Brill];
A752;-;Tifo por Rickettsia typhi;
A753;-;Tifo por Rickettsia tsutsugamuchi;
A759;-;Tifo não especificado;
A77;-;Febre maculosa [rickettsioses transmitidas por carrapatos];
A770;-;Febre maculosa por Rickettsia richettsii;
A771;-;Febre maculosa por Rickettsia conorii;
A772;-;Febre maculosa devida à Rickettsia siberica;
A773;-;Febre maculosa devida à Rickettsia australis;
A778;-;Outras febres maculosas;
A779;-;Febre maculosa não especificada;
A78;-;Febre Q;
A79;-;Outras rickettsioses;
A790;-;Febre das trincheiras;
A791;-;Rickettsiose variceliforme devida à Rickettsia akari;
A798;-;Outros tipos de rickettsioses especificadas;
A799;-;Rickettsiose não especificada;
A80;-;Poliomielite aguda;
A800;-;Poliomielite paralítica aguda, associada ao vírus vacinal;
A801;-;Poliomielite paralítica aguda, vírus selvagem importado;
A802;-;Poliomielite paralítica aguda, vírus selvagem indígena;
A803;-;Poliomielites paralíticas agudas, outras e não especificadas;
A804;-;Poliomielite aguda não-paralítica;
A809;-;Poliomielite aguda não especificada;
A81;-;Infecções por vírus atípicos do sistema nervoso central;
A810;-;Doença de Creutzfeldt-Jakob;
A811;-;Panencefalite esclerosante subaguda;
A812;-;Leucoencefalopatia multifocal progressiva;
A818;-;Outras infecções por vírus atípicos do sistema nervoso central;
A819;-;Infecção não especificada do sistema nervosos central por vírus atípicos;
A82;-;Raiva;
A820;-;Raiva silvestre;
A821;-;Raiva urbana;
A829;-;Raiva não especificada;
A83;-;Encefalite por vírus transmitidos por mosquitos;
A830;-;Encefalite japonesa;
A831;-;Encefalite eqüina ocidental;
A832;-;Encefalite eqüina oriental;
A833;-;Encefalite de St. Louis;
A834;-;Encefalite australiana;
A835;-;Encefalite da Califórnia;
A836;-;Doença pelo vírus de Rocio;
A838;-;Outras encefalites por vírus transmitidas por mosquitos;
A839;-;Encefalite não especificada por vírus transmitida por mosquitos;
A84;-;Encefalite por vírus transmitido por carrapatos;
A840;-;Encefalite da taiga [encefalite vernoestival russa];
A841;-;Encefalite da Europa Central transmitida por carrapatos;
A848;-;Outras encefalites por vírus transmitidas por carrapatos;
A849;-;Encefalite não especificada por vírus transmitida por carrapatos;
A85;-;Outras encefalites virais, não classificadas em outra parte;
A850;-;Encefalite por enterovírus;
A851;-;Encefalite por adenovírus;
A852;-;Encefalite por vírus transmitido por artrópodes, não especificada;
A858;-;Outras encefalites virais especificadas;
A86;-;Encefalite viral, não especificada;
A87;-;Meningite viral;
A870;-;Meningite por enterovírus;
A871;-;Meningite por adenovírus;
A872;-;Coriomeningite linfocitária;
A878;-;Outras meningites virais;
A879;-;Meningite viral não especificada;
A88;-;Outras infecções virais do sistema nervoso central não classificadas em outra parte;
A880;-;Febre exantemática por enterovírus [exantema de Boston];
A881;-;Vertigem epidêmica;
A888;-;Outras infecções virais especificadas do sistema nervoso central;
A89;-;Infecções virais não especificadas do sistema nervoso central;
A90;-;Dengue [dengue clássico];
A91;-;Febre hemorrágica devida ao vírus do dengue;
A92;-;Outras febres virais transmitidas por mosquitos;
A920;-;Febre de Chikungunya;
A921;-;Febre de O'nyong-nyong;
A922;-;Febre eqüina venezuelana;
A923;-;Infecção pelo vírus West Nile;
A924;-;Febre do vale do Rift;
A928;-;Outras febres virais especificadas transmitidas por mosquitos;
A929;-;Febre viral transmitida por mosquitos, não especificada;
A93;-;Outras febres por vírus transmitidas por artrópodes não classificadas em outra parte;
A930;-;Febre de Oropouche;
A931;-;Febre por flebótomos;
A932;-;Febre do Colorado transmitida por carrapatos;
A938;-;Outras febres virais especificadas transmitidas por artrópodes;
A94;-;Febre viral transmitida por artrópodes, não especificada;
A95;-;Febre amarela;
A950;-;Febre amarela silvestre;
A951;-;Febre amarela urbana;
A959;-;Febre amarela não especificada;
A96;-;Febre hemorrágica por arenavírus;
A960;-;Febre hemorrágica de Junin;
A961;-;Febre hemorrágica de Machupo;
A962;-;Febre de Lassa;
A968;-;Outras febres hemorrágicas por arenavírus;
A969;-;Febre hemorrágica por arenavírus, não especificada;
A98;-;Outras febres hemorrágicas por vírus, não classificadas em outra parte;
A980;-;Febre hemorrágica da Criméia (do Congo);
A981;-;Febre hemorrágica de Omsk;
A982;-;Doença da floresta de Kyasanur;
A983;-;Doença de Marburg;
A984;-;Doença pelo vírus Ebola;
A985;-;Febre hemorrágica com síndrome renal;
A988;-;Outras febres hemorrágicas especificadas por vírus;
A99;-;Febres hemorrágicas virais não especificadas;
B00;-;Infecções pelo vírus do herpes [herpes simples];
B000;-;Eczema herpético;
B001;-;Dermatite vesicular devido ao vírus do herpes;
B002;-;Gengivoestomatite e faringoamigdalite devida ao vírus do herpes;
B003;-;Meningite devida ao vírus do herpes;
B004;-;Encefalite devida ao vírus do herpes;
B005;-;Afecções oculares devidas ao vírus do herpes;
B007;-;Doença disseminada devida ao vírus do herpes;
B008;-;Outras formas de infecção devida ao vírus do herpes;
B009;-;Infecção não especificada devida ao vírus do herpes;
B01;-;Varicela [Catapora];
B010;-;Meningite por varicela;
B011;-;Encefalite por varicela;
B012;-;Pneumopatia varicelosa;
B018;-;Varicela com outras complicações;
B019;-;Varicela sem complicação;
B02;-;Herpes zoster [Zona];
B020;-;Encefalite pelo vírus do herpes zoster;
B021;-;Meningite pelo vírus do herpes zoster;
B022;-;Herpes zoster acompanhado de outras manifestações neurológicas;
B023;-;Herpes zoster oftálmico;
B027;-;Herpes zoster disseminado;
B028;-;Herpes zoster com outras complicações;
B029;-;Herpes zoster sem complicação;
B03;-;Varíola;
B04;-;Varíola dos macacos [Monkeypox];
B05;-;Sarampo;
B050;-;Sarampo complicado por encefalite;
B051;-;Sarampo complicado por meningite;
B052;-;Sarampo complicado por pneumonia;
B053;-;Sarampo complicado por otite média;
B054;-;Sarampo com complicações intestinais;
B058;-;Sarampo com outras complicações;
B059;-;Sarampo sem complicação;
B06;-;Rubéola;
B060;-;Rubéola com complicações neurológicas;
B068;-;Rubéola com outras complicações;
B069;-;Rubéola sem complicação;
B07;-;Verrugas de origem viral;
B08;-;Outras infecções virais caracterizadas por lesões da pele e das membranas mucosas, não classificadas em outra parte;
B080;-;Outras infecções por ortopoxvírus;
B081;-;Molusco contagioso;
B082;-;Exantema súbito [sexta doença];
B083;-;Eritema infeccioso [quinta doença];
B084;-;Estomatite vesicular devida a enterovírus com exantema;
B085;-;Faringite vesicular devida a enterovírus;
B088;-;Outras infecções virais especificadas caracterizadas por lesões de pele e das membranas mucosas;
B09;-;Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas;
B15;-;Hepatite aguda A;
B150;-;Hepatite A com coma hepático;
B159;-;Hepatite A sem coma hepático;
B16;-;Hepatite aguda B;
B160;-;Hepatite aguda B com agente Delta (co-infecção), com coma hepático;
B161;-;Hepatite aguda B com agente Delta, (co-infecção), sem coma hepático;
B162;-;Hepatite aguda B sem agente Delta, com coma hepático;
B169;-;Hepatite aguda B sem agente Delta e sem coma hepático;
B17;-;Outras hepatites virais agudas;
B170;-;(Super)infecção Delta aguda de portador de hepatite B;
B171;-;Hepatite aguda C;
B172;-;Hepatite aguda E;
B178;-;Outras hepatites virais agudas especificadas;
B18;-;Hepatite viral crônica;
B180;-;Hepatite viral crônica B com agente Delta;
B181;-;Hepatite crônica viral B sem agente Delta;
B182;-;Hepatite viral crônica C;
B188;-;Outras hepatites crônicas virais;
B189;-;Hepatite viral crônica não especificada;
B19;-;Hepatite viral não especificada;
B190;-;Hepatite viral, não especificada, com coma;
B199;-;Hepatite viral, não especificada, sem coma;
B20;-;Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias;
B200;-;Doença pelo HIV resultando em infecções micobacterianas;
B201;-;Doença pelo HIV resultando em outras infecções bacterianas;
B202;-;Doença pelo HIV resultando em doença citomegálica;
B203;-;Doença pelo HIV resultando em outras infecções virais;
B204;-;Doença pelo HIV resultando em candidíase;
B205;-;Doença pelo HIV resultando em outras micoses;
B206;-;Doença pelo HIV resultando em pneumonia por Pneumocystis jirovecii;
B207;-;Doença pelo HIV resultando em infecções múltiplas;
B208;-;Doença pelo HIV resultando em outras doenças infecciosas e parasitárias;
B209;-;Doença pelo HIV resultando em doença infecciosa ou parasitária não especificada;
B21;-;Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas;
B210;-;Doença pelo HIV resultando em sarcoma de Kaposi;
B211;-;Doença pelo HIV resultando em linfoma de Burkitt;
B212;-;Doença pelo HIV resultando em outros tipos de linfoma não-Hodgkin;
B213;-;Doença pelo HIV resultando em outras neoplasias malignas dos tecidos linfático, hematopoético e correlatos;
B217;-;Doença pelo HIV resultando em múltiplas neoplasias malignas;
B218;-;Doença pelo HIV resultando em outras neoplasias malignas;
B219;-;Doença pelo HIV resultando em neoplasia maligna não especificada;
B22;-;Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças especificadas;
B220;-;Doença pelo HIV resultando em encefalopatia;
B221;-;Doença pelo HIV resultando em pneumonite intersticial linfática;
B222;-;Doença pelo HIV resultando em síndrome de emaciação;
B227;-;Doença pelo HIV resultando em doenças múltiplas classificadas em outra parte;
B23;-;Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças;
B230;-;Síndrome de infecção aguda pelo HIV;
B231;-;Doença pelo HIV resultando em linfadenopatias generalizadas (persistentes);
B232;-;Doença pelo HIV resultando em anomalias hematológicas e imunológicas não classificadas em outra parte;
B238;-;Doença pelo HIV resultando em outra afecções especificadas;
B24;-;Doença pelo vírus da imunodeficiência humana [HIV] não especificada;
B25;-;Doença por citomegalovírus;
B250;-;Pneumonite por citomegalovírus ;
B251;-;Hepatite por citomegalovírus;
B252;-;Pancreatite por citomegalovírus;
B258;-;Outras doenças por citomegalovírus;
B259;-;Doença não especificada por citomegalovírus;
B26;-;Caxumba [Parotidite epidêmica];
B260;M;Orquite por caxumba [parotidite epidêmica];
B261;-;Meningite por caxumba [parotidite epidêmica];
B262;-;Encefalite por caxumba [parotidite epidêmica];
B263;-;Pancreatite por caxumba [parotidite epidêmica];
B268;-;Caxumba [parotidite epidêmica] com outras complicações;
B269;-;Caxumba [parotidite epidêmica] sem complicações;
B27;-;Mononucleose infecciosa;
B270;-;Mononucleose pelo vírus herpes gama;
B271;-;Mononucleose por citomegalovírus;
B278;-;Outras mononucleoses infecciosas;
B279;-;Mononucleose infecciosa não especificada;
B30;-;Conjuntivite viral;
B300;-;Ceratoconjuntivite devida a adenovírus;
B301;-;Conjuntivite devida a adenovírus;
B302;-;Faringoconjuntivite viral;
B303;-;Conjuntivite hemorrágica aguda endêmica (por enterovírus);
B308;-;Outras conjuntivites virais;
B309;-;Conjuntivite viral não especificada;
B33;-;Outras doenças por vírus não classificada em outra parte;
B330;-;Mialgia epidêmica;
B331;-;Doença de Ross River;
B332;-;Cardite viral;
B333;-;Infecção por retrovírus não classificada em outra parte;
B334;-;Síndrome (cardio-)pulmonar por Hantavírus [SPH] [SCPH];
B338;-;Outras doenças especificadas por vírus;
B34;-;Doenças por vírus, de localização não especificada;
B340;-;Infecção por adenovírus de localização não especificada;
B341;-;Infecção por enterovírus de localização não especificada;
B342;-;Infecção por coronavírus de localização não especificada;
B343;-;Infecção por parvovírus de localização não especificada;
B344;-;Infecção por papovavírus de localização não especificada;
B348;-;Outras infecções por vírus de localização não especificada;
B349;-;Infecção viral não especificada;
B35;-;Dermatofitose;
B350;-;Tinha da barba e do couro cabeludo;
B351;-;Tinha das unhas;
B352;-;Tinha da mão;
B353;-;Tinha dos pés;
B354;-;Tinha do corpo;
B355;-;Tinha imbricada;
B356;-;Tinea cruris;
B358;-;Outras dermatofitoses;
B359;-;Dermatofitose não especificada;
B36;-;Outras micoses superficiais;
B360;-;Pitiríase versicolor;
B361;-;Tinha negra;
B362;-;Piedra branca;
B363;-;Piedra negra;
B368;-;Outras micoses superficiais especificadas;
B369;-;Micose superficial não especificada;
B37;-;Candidíase;
B370;-;Estomatite por Candida;
B371;-;Candidíase pulmonar;
B372;-;Candidíase da pele e das unhas;
B373;F;Candidíase da vulva e da vagina;
B374;-;Candidíase de outras localizações urogenitais;
B375;-;Meningite por Candida;
B376;-;Endocardite por Candida;
B377;-;Septicemia por Candida;
B378;-;Candidíase de outras localizações;
